学生ID,性别,父母收入,IQ,父母鼓励,升学计划
1848,男,28600,76,不鼓励,不计划
1850,男,21500,97,不鼓励,不计划
1851,男,42350,129,鼓励,计划
1853,男,47100,74,不鼓励,不计划
1854,女,60800,99,不鼓励,不计划
1855,男,33000,99,不鼓励,不计划
1857,女,8100,67,不鼓励,不计划
1858,男,75020,111,鼓励,计划
1860,女,35370,99,鼓励,不计划
1861,女,57750,118,鼓励,计划
1862,女,68860,101,鼓励,计划
1863,男,29300,104,不鼓励,不计划
1864,男,73900,84,不鼓励,不计划
1865,女,21500,75,不鼓励,不计划
1870,男,81290,137,鼓励,计划
1871,男,54630,105,鼓励,不计划
1876,女,68530,110,鼓励,计划
1878,女,42600,104,不鼓励,不计划
1881,男,77220,91,鼓励,计划
1882,男,51300,128,不鼓励,计划
1884,男,35370,124,鼓励,不计划
1887,女,33000,103,不鼓励,不计划
1888,女,28100,93,不鼓励,不计划
1889,男,52690,102,鼓励,计划
1890,女,10340,107,鼓励,计划
1893,男,60800,107,不鼓励,计划
1896,男,45540,103,鼓励,计划
1897,男,36600,77,不鼓励,不计划
1898,男,41200,84,不鼓励,不计划
1902,男,31300,60,不鼓励,不计划
1907,男,66240,99,鼓励,不计划
1908,男,29070,101,鼓励,不计划
1909,男,74910,132,鼓励,计划
1911,男,25900,98,不鼓励,不计划
1912,女,66060,129,鼓励,不计划
1913,男,58410,116,鼓励,计划
1915,女,39330,114,鼓励,不计划
1916,男,50800,94,不鼓励,不计划
1919,女,49800,106,不鼓励,不计划
1920,男,44220,106,鼓励,计划
1921,男,30400,79,不鼓励,不计划
1922,男,9300,106,不鼓励,不计划
1924,女,46800,108,不鼓励,不计划
1925,男,41250,61,鼓励,计划
1926,男,50050,74,鼓励,计划
1927,男,32120,131,鼓励,计划
1930,女,19200,96,不鼓励,不计划
1931,女,32300,108,不鼓励,计划
1933,女,66880,91,鼓励,计划
1937,女,37070,139,鼓励,计划
1940,男,69190,77,鼓励,计划
1941,男,26000,79,不鼓励,不计划
1942,女,56790,91,鼓励,不计划
1944,男,57970,134,鼓励,计划
1946,男,47520,126,鼓励,不计划
1948,女,35700,84,不鼓励,不计划
1949,女,24970,127,鼓励,计划
1951,女,23400,71,鼓励,不计划
1954,女,27200,98,不鼓励,不计划
1962,女,77220,92,鼓励,计划
1967,男,42600,109,不鼓励,不计划
1968,女,26400,94,不鼓励,不计划
1969,男,33660,110,鼓励,不计划
1971,男,35860,126,鼓励,计划
1972,男,26600,73,不鼓励,不计划
1973,男,33750,108,鼓励,不计划
1974,男,80850,103,鼓励,计划
1975,男,70800,136,不鼓励,不计划
1977,女,36740,139,鼓励,计划
1979,男,11110,107,鼓励,计划
1980,男,39200,134,不鼓励,不计划
1984,男,45210,116,鼓励,计划
1987,女,47190,86,鼓励,计划
1988,女,46700,140,不鼓励,不计划
1990,女,59400,119,鼓励,计划
1991,女,32900,86,不鼓励,不计划
1992,女,78430,117,鼓励,计划
1993,男,45100,131,鼓励,计划
1994,女,29100,101,不鼓励,不计划
1997,女,34600,96,不鼓励,不计划
1998,女,36200,95,不鼓励,不计划
2004,女,36000,130,不鼓励,不计划
2005,女,12800,91,不鼓励,不计划
2006,男,66550,119,鼓励,计划
2011,女,48700,99,不鼓励,不计划
2016,男,39240,109,鼓励,不计划
2018,男,59490,78,鼓励,不计划
2019,女,35000,73,不鼓励,不计划
2021,女,54450,105,鼓励,计划
2023,女,11700,66,不鼓励,不计划
2024,女,55330,79,鼓励,计划
2025,女,54800,120,不鼓励,不计划
2027,男,25600,61,不鼓励,不计划
2028,男,54890,92,鼓励,计划
2029,女,64680,115,鼓励,计划
2031,女,39000,69,不鼓励,不计划
2032,女,37400,80,不鼓励,不计划
2034,女,72490,90,鼓励,计划
2036,男,61820,112,鼓励,计划
2037,女,41220,106,鼓励,不计划
2039,男,9400,97,不鼓励,不计划
2040,男,14400,137,不鼓励,计划
2041,女,32600,88,不鼓励,不计划
2043,男,5800,120,不鼓励,不计划
2044,女,50490,95,鼓励,不计划
2045,女,37900,90,不鼓励,不计划
2049,男,62100,124,鼓励,不计划
2050,女,61160,92,鼓励,计划
2052,女,39240,133,鼓励,不计划
2054,女,33300,93,鼓励,不计划
2055,女,51700,94,鼓励,计划
2056,男,34300,71,不鼓励,不计划
2057,女,29880,90,鼓励,不计划
2058,女,66800,104,不鼓励,不计划
2060,男,66880,110,鼓励,计划
2062,女,24600,94,不鼓励,不计划
2063,女,33500,91,不鼓励,不计划
2064,男,30330,135,鼓励,不计划
2065,女,59000,67,不鼓励,不计划
2067,女,31500,85,不鼓励,计划
2071,女,57310,106,鼓励,计划
2072,男,21780,85,鼓励,不计划
2074,男,35300,65,不鼓励,不计划
2076,女,65780,102,鼓励,计划
2078,女,58770,93,鼓励,不计划
2081,女,25200,93,不鼓励,不计划
2082,男,49860,134,鼓励,不计划
2084,男,65880,137,鼓励,不计划
2087,女,13700,99,不鼓励,不计划
2088,男,41580,128,鼓励,不计划
2089,女,60480,110,鼓励,不计划
2091,女,64260,105,鼓励,不计划
2092,女,66240,96,鼓励,不计划
2094,男,45800,92,不鼓励,不计划
2098,男,52250,92,鼓励,计划
2100,男,20800,64,不鼓励,不计划
2101,女,60060,119,鼓励,计划
2102,女,44440,134,鼓励,计划
2103,女,68090,121,鼓励,计划
2106,女,47600,93,不鼓励,不计划
2108,男,60940,101,鼓励,计划
2112,男,34110,97,鼓励,不计划
2113,女,34320,116,鼓励,计划
2114,男,77000,90,鼓励,计划
2115,男,42300,97,鼓励,不计划
2116,女,53020,130,鼓励,计划
2119,女,46200,102,不鼓励,不计划
2120,男,49600,95,不鼓励,不计划
2121,男,42660,63,鼓励,不计划
2123,女,66660,132,鼓励,计划
2125,男,42240,127,鼓励,计划
2126,男,19600,91,不鼓励,不计划
2129,男,34380,134,鼓励,不计划
2130,女,39420,118,鼓励,不计划
2132,女,76780,135,鼓励,计划
2136,男,47900,98,不鼓励,不计划
2139,男,21500,97,不鼓励,不计划
2141,男,36400,93,不鼓励,不计划
2143,女,19100,100,不鼓励,不计划
2144,女,30330,96,鼓励,不计划
2147,男,29700,88,不鼓励,不计划
2148,女,64570,116,鼓励,计划
2149,女,33800,94,不鼓励,不计划
2150,男,49720,104,鼓励,计划
2152,男,10080,98,鼓励,不计划
2154,女,60280,99,鼓励,计划
2156,男,28710,92,鼓励,不计划
2159,男,34210,103,鼓励,计划
2160,男,8500,63,不鼓励,不计划
2161,女,21100,79,不鼓励,不计划
2163,女,33400,93,不鼓励,不计划
2167,女,37080,87,鼓励,不计划
2170,女,30800,81,不鼓励,不计划
2171,女,12800,109,不鼓励,不计划
2174,男,82170,121,鼓励,计划
2175,女,24700,98,不鼓励,不计划
2176,男,10300,64,不鼓励,不计划
2178,男,66770,138,鼓励,计划
2179,女,42900,103,不鼓励,不计划
2181,女,47700,102,不鼓励,不计划
2182,女,29340,92,鼓励,不计划
2187,男,14700,100,不鼓励,不计划
2188,男,30420,64,鼓励,不计划
2190,男,65450,130,鼓励,计划
2191,男,58740,131,鼓励,计划
2194,男,43800,66,不鼓励,不计划
2195,男,45000,101,不鼓励,不计划
2197,女,47080,95,鼓励,计划
2199,女,57870,67,鼓励,不计划
2202,女,61490,101,鼓励,计划
2207,女,11000,69,不鼓励,不计划
2214,女,79310,100,鼓励,计划
2218,男,40700,102,不鼓励,不计划
2219,男,27900,90,鼓励,不计划
2222,男,21200,81,不鼓励,不计划
2223,男,80080,115,鼓励,计划
2225,男,37500,109,不鼓励,计划
2226,男,11300,72,不鼓励,不计划
2231,女,8000,95,不鼓励,不计划
2233,男,35010,64,鼓励,不计划
2234,男,73150,112,鼓励,计划
2237,男,32600,64,不鼓励,不计划
2238,女,52580,110,鼓励,计划
2240,男,33110,133,鼓励,计划
2243,女,9000,100,不鼓励,不计划
2245,男,29300,61,不鼓励,不计划
2247,男,8000,98,不鼓励,不计划
2249,女,42400,96,不鼓励,不计划
2252,男,54000,101,鼓励,不计划
2254,男,67700,107,不鼓励,不计划
2257,男,44460,67,鼓励,不计划
2261,男,47630,109,鼓励,计划
2263,男,41670,78,鼓励,不计划
2269,男,13200,81,不鼓励,不计划
2273,女,39900,77,不鼓励,不计划
2276,男,20200,97,不鼓励,不计划
2279,男,35640,126,鼓励,计划
2281,女,34400,92,不鼓励,不计划
2283,女,44300,74,不鼓励,不计划
2285,女,49390,93,鼓励,计划
2291,女,22300,80,不鼓励,不计划
2294,女,60570,115,鼓励,不计划
2295,女,20800,79,不鼓励,不计划
2296,女,33930,128,鼓励,不计划
2300,女,42300,88,不鼓励,不计划
2303,男,6930,116,鼓励,计划
2304,男,58590,107,鼓励,不计划
2307,女,33700,90,不鼓励,不计划
2308,男,47520,89,鼓励,计划
2311,女,67140,84,鼓励,不计划
2313,男,82390,109,鼓励,计划
2319,男,27300,96,不鼓励,不计划
2320,男,34380,103,鼓励,不计划
2321,女,36540,79,鼓励,不计划
2322,男,14100,91,不鼓励,不计划
2324,女,16740,112,鼓励,不计划
2327,男,15200,84,不鼓励,不计划
2329,男,49900,74,不鼓励,不计划
2331,男,70400,101,鼓励,计划
2332,男,71500,93,不鼓励,不计划
2333,男,31600,114,不鼓励,不计划
2335,男,53190,79,鼓励,不计划
2336,男,44770,95,鼓励,计划
2337,男,11800,134,不鼓励,不计划
2338,女,12200,74,不鼓励,不计划
2339,男,19200,81,不鼓励,不计划
2340,男,22200,99,不鼓励,不计划
2342,女,49170,112,鼓励,计划
2343,女,65340,109,鼓励,不计划
2345,男,33480,105,鼓励,不计划
2347,男,37710,134,鼓励,不计划
2348,男,44770,84,鼓励,计划
2352,女,60170,103,鼓励,计划
2354,女,42570,89,鼓励,计划
2356,女,79530,102,鼓励,计划
2361,女,38520,91,鼓励,不计划
2362,男,39160,101,鼓励,计划
2363,女,33030,106,鼓励,不计划
2364,男,37710,115,鼓励,不计划
2369,女,81730,89,鼓励,计划
2371,男,14850,103,鼓励,不计划
2372,女,28710,107,鼓励,不计划
2375,男,51040,130,鼓励,计划
2376,女,38300,67,不鼓励,不计划
2377,男,36090,74,鼓励,不计划
2378,女,44660,104,鼓励,计划
2379,男,7300,96,不鼓励,计划
2381,男,65120,104,鼓励,计划
2382,女,15400,123,不鼓励,不计划
2383,女,38900,121,不鼓励,不计划
2384,男,40480,91,鼓励,计划
2386,女,47100,99,不鼓励,不计划
2388,男,37980,128,鼓励,不计划
2389,女,33100,78,不鼓励,不计划
2390,女,44440,61,鼓励,计划
2392,男,46310,93,鼓励,计划
2395,女,22410,115,鼓励,不计划
2399,男,22500,100,不鼓励,不计划
2401,女,65230,96,鼓励,计划
2403,女,72380,98,鼓励,计划
2404,女,29400,96,不鼓励,不计划
2405,女,34900,73,不鼓励,不计划
2406,女,24000,95,不鼓励,不计划
2408,女,65780,104,鼓励,计划
2410,男,49900,92,不鼓励,不计划
2412,女,14400,78,不鼓励,不计划
2415,女,44770,115,鼓励,计划
2416,男,72160,108,鼓励,计划
2417,男,46400,77,不鼓励,不计划
2419,男,38250,91,鼓励,不计划
2421,女,40000,127,不鼓励,不计划
2424,女,14130,92,鼓励,不计划
2427,男,79200,111,鼓励,计划
2433,男,68860,127,鼓励,计划
2438,男,27630,78,鼓励,不计划
2439,女,42300,81,不鼓励,不计划
2442,男,38800,82,不鼓励,不计划
2443,女,45600,91,不鼓励,不计划
2444,女,5300,100,不鼓励,不计划
2446,女,27100,97,不鼓励,不计划
2447,女,46000,105,不鼓励,不计划
2450,男,55400,89,不鼓励,不计划
2453,男,23400,107,鼓励,不计划
2454,男,42840,110,鼓励,不计划
2458,女,44370,106,鼓励,不计划
2459,男,34920,139,鼓励,不计划
2460,男,43120,100,鼓励,计划
2461,男,10400,62,不鼓励,不计划
2462,女,22200,65,不鼓励,不计划
2464,女,10980,96,鼓励,不计划
2465,女,22900,97,不鼓励,不计划
2466,男,37800,66,鼓励,不计划
2467,女,35100,95,鼓励,不计划
2468,女,51750,71,鼓励,不计划
2471,女,7200,73,不鼓励,不计划
2473,女,35500,95,不鼓励,计划
2474,女,33700,77,不鼓励,不计划
2476,男,59070,106,鼓励,计划
2477,女,39060,98,鼓励,不计划
2478,男,28170,66,鼓励,不计划
2479,男,68530,106,鼓励,计划
2481,女,21400,108,不鼓励,不计划
2483,女,43200,93,不鼓励,不计划
2485,男,47300,99,不鼓励,不计划
2486,男,23400,73,不鼓励,不计划
2487,男,39100,109,不鼓励,不计划
2489,女,63360,131,鼓励,计划
2492,女,41940,123,鼓励,不计划
2494,女,46530,110,鼓励,不计划
2495,男,4590,95,鼓励,不计划
2498,男,35190,77,鼓励,不计划
2499,女,7100,94,不鼓励,不计划
2500,女,78100,97,鼓励,计划
2502,女,39800,99,不鼓励,不计划
2503,男,46620,109,鼓励,不计划
2504,女,71830,62,鼓励,计划
2505,男,37070,91,鼓励,计划
2508,男,19710,71,鼓励,不计划
2509,女,42600,95,不鼓励,不计划
2510,女,30600,131,不鼓励,不计划
2512,男,10300,75,不鼓励,不计划
2514,女,39870,121,鼓励,不计划
2515,女,64570,130,鼓励,计划
2516,男,12500,68,不鼓励,不计划
2517,男,28620,108,鼓励,不计划
2519,男,35600,72,不鼓励,不计划
2520,女,30100,99,不鼓励,不计划
2522,男,29520,60,鼓励,不计划
2526,女,15510,76,鼓励,计划
2528,女,27360,116,鼓励,不计划
2530,男,71600,74,不鼓励,不计划
2532,男,72490,124,鼓励,计划
2536,女,21900,100,不鼓励,不计划
2537,女,46530,117,鼓励,计划
2539,男,34430,120,鼓励,计划
2543,女,41300,82,不鼓励,不计划
2545,男,42030,67,鼓励,不计划
2546,男,44000,78,不鼓励,不计划
2549,女,31700,77,不鼓励,不计划
2551,女,44820,106,鼓励,不计划
2553,男,20240,107,鼓励,计划
2556,男,42030,99,鼓励,不计划
2557,男,59950,116,鼓励,计划
2558,女,8400,82,不鼓励,不计划
2559,男,40500,88,不鼓励,不计划
2562,男,49280,124,鼓励,计划
2564,女,37800,95,不鼓励,不计划
2566,男,60390,93,鼓励,不计划
2567,女,8360,95,鼓励,计划
2569,女,64790,93,鼓励,计划
2572,女,5800,138,不鼓励,不计划
2573,男,12240,68,鼓励,不计划
2574,女,48700,101,不鼓励,不计划
2575,女,14000,96,不鼓励,不计划
2580,男,12100,130,不鼓励,不计划
2582,男,49060,107,鼓励,计划
2583,男,61160,113,鼓励,计划
2585,男,48800,63,不鼓励,不计划
2590,女,40700,92,不鼓励,不计划
2591,女,24500,83,不鼓励,不计划
2592,女,32100,90,不鼓励,不计划
2594,女,23200,97,不鼓励,不计划
2596,女,19200,74,不鼓励,不计划
2597,男,40500,109,鼓励,不计划
2599,男,60390,107,鼓励,计划
2600,女,22200,100,不鼓励,不计划
2603,女,47190,108,鼓励,计划
2606,女,72600,87,鼓励,计划
2607,男,53460,73,鼓励,不计划
2609,男,4590,91,鼓励,不计划
2611,女,34900,110,不鼓励,不计划
2612,女,78100,136,鼓励,计划
2613,男,32100,79,不鼓励,不计划
2619,女,32300,87,不鼓励,不计划
2620,男,14200,82,不鼓励,不计划
2623,男,25100,93,不鼓励,不计划
2624,女,35860,65,鼓励,计划
2625,男,72490,109,鼓励,计划
2627,女,42800,105,不鼓励,不计划
2628,男,16400,73,不鼓励,不计划
2630,男,45360,95,鼓励,不计划
2631,女,31320,116,鼓励,不计划
2632,男,52200,101,鼓励,不计划
2633,女,15300,109,不鼓励,不计划
2639,女,50490,92,鼓励,不计划
2641,男,81620,112,鼓励,计划
2642,女,30300,95,不鼓励,不计划
2644,女,73150,116,鼓励,计划
2646,女,34200,109,鼓励,不计划
2654,男,46860,108,鼓励,计划
2655,女,55980,102,鼓励,不计划
2656,男,36900,104,鼓励,不计划
2661,女,38610,89,鼓励,计划
2662,女,30600,113,不鼓励,不计划
2664,男,27450,67,鼓励,不计划
2665,女,27600,95,不鼓励,不计划
2666,男,35900,107,不鼓励,不计划
2667,女,48400,92,鼓励,计划
2668,男,79860,102,鼓励,计划
2669,男,79750,122,鼓励,计划
2670,男,71500,107,不鼓励,不计划
2673,男,37620,130,鼓励,计划
2675,男,31400,65,不鼓励,不计划
2678,男,41400,63,鼓励,不计划
2679,男,48000,109,不鼓励,不计划
2680,男,32580,93,鼓励,不计划
2681,女,61020,103,鼓励,不计划
2683,女,42400,66,不鼓励,不计划
2685,男,37730,114,鼓励,计划
2688,女,46800,64,不鼓励,不计划
2689,女,36300,106,不鼓励,不计划
2691,男,26700,104,不鼓励,不计划
2695,男,26700,107,不鼓励,不计划
2696,男,75570,126,鼓励,计划
2697,女,42500,103,不鼓励,不计划
2698,女,34100,137,不鼓励,不计划
2699,男,28620,81,鼓励,不计划
2701,男,33500,93,不鼓励,不计划
2702,男,71610,94,鼓励,计划
2704,女,53370,102,鼓励,不计划
2705,女,54000,76,鼓励,不计划
2706,男,78210,136,鼓励,计划
2709,男,7650,95,鼓励,不计划
2713,女,15500,136,不鼓励,不计划
2717,女,55440,128,鼓励,计划
2719,女,37890,97,鼓励,不计划
2721,男,45700,68,不鼓励,不计划
2722,男,36800,62,不鼓励,不计划
2723,男,54230,80,鼓励,计划
2726,男,29200,115,不鼓励,不计划
2728,女,41760,95,鼓励,不计划
2730,女,35200,72,不鼓励,不计划
2731,男,46800,99,鼓励,不计划
2735,男,55300,83,不鼓励,不计划
2738,女,67870,132,鼓励,计划
2740,女,13860,104,鼓励,计划
2741,女,38970,94,鼓励,不计划
2742,女,46400,110,不鼓励,不计划
2744,男,76450,130,鼓励,计划
2748,女,41130,66,鼓励,不计划
2751,女,51200,91,不鼓励,不计划
2753,男,22900,72,不鼓励,不计划
2754,男,46420,98,鼓励,计划
2755,男,45870,98,鼓励,计划
2756,女,39200,130,不鼓励,不计划
2757,男,33700,72,不鼓励,不计划
2760,男,30800,65,不鼓励,不计划
2763,男,31800,93,不鼓励,不计划
2764,男,19080,95,鼓励,不计划
2765,男,30960,106,鼓励,不计划
2766,男,12800,104,不鼓励,不计划
2767,男,32100,109,不鼓励,不计划
2770,女,43800,108,不鼓励,不计划
2772,男,43010,129,鼓励,计划
2774,男,12900,99,不鼓励,不计划
2775,女,66870,67,鼓励,不计划
2777,男,60300,96,鼓励,不计划
2782,男,44990,125,鼓励,计划
2785,男,63690,137,鼓励,计划
2787,男,42400,68,不鼓励,不计划
2788,男,24600,99,不鼓励,不计划
2791,男,20200,72,不鼓励,不计划
2794,女,13700,77,不鼓励,不计划
2795,男,41470,109,鼓励,计划
2796,男,33700,89,不鼓励,不计划
2800,女,19200,84,不鼓励,不计划
2802,女,49400,63,不鼓励,不计划
2804,女,35800,92,不鼓励,不计划
2806,男,35750,106,鼓励,计划
2811,男,44500,79,不鼓励,计划
2812,女,33480,96,鼓励,不计划
2813,女,12600,94,不鼓励,不计划
2816,男,80080,114,鼓励,计划
2817,女,38300,96,不鼓励,不计划
2820,女,39240,104,鼓励,不计划
2823,女,14500,122,不鼓励,不计划
2825,男,16000,61,不鼓励,不计划
2826,女,17800,69,不鼓励,不计划
2830,男,11970,83,鼓励,不计划
2831,男,74800,91,鼓励,计划
2833,女,70290,139,鼓励,计划
2835,男,25740,123,鼓励,不计划
2836,女,79090,127,鼓励,计划
2837,男,54900,72,鼓励,不计划
2838,男,49170,110,鼓励,计划
2841,女,35000,82,不鼓励,不计划
2844,女,45600,64,不鼓励,不计划
2847,男,51480,101,鼓励,不计划
2852,女,20200,109,不鼓励,不计划
2853,女,37500,115,不鼓励,不计划
2855,男,36400,91,不鼓励,不计划
2860,男,63090,95,鼓励,不计划
2864,女,28200,101,不鼓励,不计划
2868,男,45320,112,鼓励,计划
2869,女,30600,91,不鼓励,不计划
2870,男,62920,115,鼓励,计划
2872,女,36990,132,鼓励,不计划
2874,男,53730,139,鼓励,不计划
2875,女,30100,135,不鼓励,不计划
2877,男,59400,97,不鼓励,不计划
2882,女,6800,103,不鼓励,不计划
2883,男,42460,87,鼓励,计划
2885,女,30870,122,鼓励,不计划
2886,男,14760,73,鼓励,不计划
